고객ID,거래ID,거래날짜,제품ID,제품카테고리,수량,평균금액,배송료,쿠폰상태
USER_1421,Transaction_0082,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1421,Transaction_0083,2019-01-02,Product_0976,Nest-USA,1,122.77,6.5,Used
USER_1421,Transaction_0084,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1421,Transaction_0085,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1421,Transaction_0086,2019-01-02,Product_0981,Nest-USA,2,153.71,6.5,Clicked
USER_1421,Transaction_0087,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1249,Transaction_0088,2019-01-02,Product_0274,Apparel,1,20.62,6.5,Clicked
USER_1249,Transaction_0088,2019-01-02,Product_0311,Apparel,1,17.53,6.5,Not Used
USER_1249,Transaction_0089,2019-01-02,Product_0723,Apparel,1,31.35,6.5,Not Used
USER_1249,Transaction_0090,2019-01-02,Product_0922,Apparel,1,11.34,6.5,Clicked
USER_1249,Transaction_0090,2019-01-02,Product_1021,Waze,1,2.05,6.5,Clicked
USER_1249,Transaction_0091,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1249,Transaction_0092,2019-01-02,Product_0981,Nest-USA,2,153.71,6.5,Clicked
USER_0906,Transaction_0093,2019-01-02,Product_0976,Nest-USA,2,122.77,6.5,Not Used
USER_0906,Transaction_0093,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0906,Transaction_0094,2019-01-02,Product_0983,Nest-USA,2,122.77,6.5,Not Used
USER_0906,Transaction_0095,2019-01-02,Product_0196,Fun,2,7.42,6.5,Not Used
USER_0906,Transaction_0096,2019-01-02,Product_0907,Lifestyle,5,1.64,6.5,Clicked
USER_0906,Transaction_0096,2019-01-02,Product_1137,Apparel,1,9.07,6.5,Clicked
USER_0906,Transaction_0097,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0906,Transaction_0097,2019-01-02,Product_0985,Nest-USA,5,81.5,6.5,Used
USER_0954,Transaction_0098,2019-01-02,Product_0976,Nest-USA,1,122.77,6.5,Not Used
USER_0954,Transaction_0098,2019-01-02,Product_0981,Nest-USA,4,153.71,6.5,Clicked
USER_0954,Transaction_0099,2019-01-02,Product_0981,Nest-USA,2,153.71,6.5,Used
USER_0954,Transaction_0099,2019-01-02,Product_0984,Nest-USA,2,81.5,6.5,Not Used
USER_0954,Transaction_0100,2019-01-02,Product_1104,Apparel,1,46.21,6.5,Clicked
USER_0954,Transaction_0101,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0954,Transaction_0102,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0954,Transaction_0103,2019-01-02,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_0954,Transaction_0104,2019-01-02,Product_0983,Nest-USA,2,122.77,6.5,Clicked
USER_0954,Transaction_0105,2019-01-02,Product_0851,Bags,1,16.5,17.96,Clicked
USER_0954,Transaction_0105,2019-01-02,Product_0886,Google,1,11.54,17.96,Clicked
USER_0954,Transaction_0105,2019-01-02,Product_0907,Lifestyle,1,1.64,17.96,Used
USER_0954,Transaction_0105,2019-01-02,Product_0916,Lifestyle,1,2.89,17.96,Used
USER_0954,Transaction_0105,2019-01-02,Product_0918,Lifestyle,1,2.89,17.96,Used
USER_0025,Transaction_0106,2019-01-02,Product_1095,Apparel,1,46.21,6.5,Used
USER_0025,Transaction_0107,2019-01-02,Product_0985,Nest-USA,1,81.5,6.5,Clicked
USER_0025,Transaction_0108,2019-01-02,Product_0976,Nest-USA,2,122.77,6.5,Clicked
USER_0025,Transaction_0109,2019-01-02,Product_0981,Nest-USA,2,153.71,6.5,Used
USER_0025,Transaction_0110,2019-01-02,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0025,Transaction_0110,2019-01-02,Product_0985,Nest-USA,3,81.5,6.5,Used
USER_0025,Transaction_0111,2019-01-02,Product_0983,Nest-USA,1,122.77,6.5,Used
USER_0025,Transaction_0112,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0025,Transaction_0112,2019-01-03,Product_0985,Nest-USA,1,81.5,6.5,Clicked
USER_0025,Transaction_0113,2019-01-03,Product_0377,Apparel,1,61.89,6.5,Clicked
USER_0025,Transaction_0113,2019-01-03,Product_1087,Apparel,1,28.88,6.5,Clicked
USER_0025,Transaction_0114,2019-01-03,Product_0984,Nest-USA,3,102.13,6.5,Clicked
USER_0025,Transaction_0115,2019-01-03,Product_0981,Nest-USA,4,153.71,6.5,Clicked
USER_0025,Transaction_0116,2019-01-03,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_1267,Transaction_0117,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1267,Transaction_0118,2019-01-03,Product_0181,Drinkware,1,10.72,6.5,Clicked
USER_1267,Transaction_0118,2019-01-03,Product_0864,Bags,1,82.52,6.5,Clicked
USER_1267,Transaction_0119,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1267,Transaction_0120,2019-01-03,Product_0373,Apparel,1,61.89,6.5,Clicked
USER_1267,Transaction_0121,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Not Used
USER_1267,Transaction_0122,2019-01-03,Product_0185,Office,1,2.47,6.5,Used
USER_1267,Transaction_0122,2019-01-03,Product_0594,Apparel,1,14.02,6.5,Not Used
USER_1267,Transaction_0122,2019-01-03,Product_0761,Apparel,1,14.02,6.5,Used
USER_1267,Transaction_0122,2019-01-03,Product_0768,Apparel,1,14.02,6.5,Clicked
USER_1267,Transaction_0122,2019-01-03,Product_0904,Office,1,1.64,6.5,Clicked
USER_1267,Transaction_0123,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Clicked
USER_1267,Transaction_0124,2019-01-03,Product_0981,Nest-USA,2,153.71,6.5,Used
USER_1267,Transaction_0124,2019-01-03,Product_0985,Nest-USA,2,81.5,6.5,Clicked
USER_1267,Transaction_0125,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Used
USER_1267,Transaction_0126,2019-01-03,Product_0192,Headgear,1,18.15,6.5,Used
USER_1267,Transaction_0127,2019-01-03,Product_1132,Drinkware,2,6.59,24.47,Clicked
USER_1267,Transaction_0127,2019-01-03,Product_1134,Office,4,1.64,24.47,Used
USER_1267,Transaction_0127,2019-01-03,Product_1137,Apparel,3,9.07,24.47,Used
USER_1267,Transaction_0127,2019-01-03,Product_1143,Office,2,5.77,24.47,Used
USER_1267,Transaction_0128,2019-01-03,Product_0981,Nest-USA,2,153.71,6.5,Clicked
USER_1267,Transaction_0129,2019-01-03,Product_0915,Lifestyle,1,3.61,6.5,Clicked
USER_1267,Transaction_0129,2019-01-03,Product_0916,Lifestyle,1,3.61,6.5,Clicked
USER_1267,Transaction_0129,2019-01-03,Product_0918,Lifestyle,1,3.61,6.5,Used
USER_1277,Transaction_0130,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Clicked
USER_1277,Transaction_0131,2019-01-03,Product_0981,Nest-USA,2,153.71,6.5,Used
USER_1277,Transaction_0131,2019-01-03,Product_1021,Waze,3,1.64,6.5,Clicked
USER_1277,Transaction_0132,2019-01-03,Product_0976,Nest-USA,1,122.77,6.5,Not Used
USER_1277,Transaction_0133,2019-01-03,Product_0904,Office,1,2.05,6.5,Clicked
USER_1277,Transaction_0133,2019-01-03,Product_0970,Office,1,2.05,6.5,Clicked
USER_1277,Transaction_0133,2019-01-03,Product_1134,Office,1,2.05,6.5,Used
USER_0337,Transaction_0133,2019-01-03,Product_1137,Apparel,1,11.34,6.5,Used
USER_0337,Transaction_0133,2019-01-03,Product_1143,Office,1,7.21,6.5,Clicked
USER_0337,Transaction_0134,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Clicked
USER_0337,Transaction_0135,2019-01-03,Product_0981,Nest-USA,2,153.71,6.5,Used
USER_0337,Transaction_0136,2019-01-03,Product_0184,Office,1,1.64,6.5,Not Used
USER_0337,Transaction_0136,2019-01-03,Product_0880,Drinkware,2,2.47,6.5,Clicked
USER_0337,Transaction_0136,2019-01-03,Product_0930,Office,2,1.64,6.5,Used
USER_0337,Transaction_0137,2019-01-03,Product_0976,Nest-USA,1,122.77,6.5,Used
USER_0337,Transaction_0138,2019-01-03,Product_0981,Nest-USA,4,153.71,6.5,Clicked
USER_0337,Transaction_0139,2019-01-03,Product_0984,Nest-USA,1,81.5,6.5,Not Used
USER_0344,Transaction_0140,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0281,Transaction_0141,2019-01-03,Product_0391,Apparel,1,14.02,6.5,Used
USER_0281,Transaction_0141,2019-01-03,Product_0487,Apparel,1,14.02,6.5,Used
USER_0281,Transaction_0142,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0281,Transaction_0143,2019-01-03,Product_0979,Nest-Canada,1,153.71,8.7,Clicked
USER_0281,Transaction_0144,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Used
USER_0281,Transaction_0145,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0281,Transaction_0146,2019-01-03,Product_0181,Drinkware,6,10.72,35.96,Clicked
USER_0281,Transaction_0146,2019-01-03,Product_0864,Bags,1,82.52,35.96,Clicked
USER_0281,Transaction_0146,2019-01-03,Product_0985,Nest-USA,1,81.5,35.96,Used
USER_0281,Transaction_0147,2019-01-03,Product_0862,Lifestyle,1,27.84,6.5,Clicked
USER_0281,Transaction_0148,2019-01-03,Product_0926,Headgear,10,15.67,18.47,Not Used
USER_0351,Transaction_0149,2019-01-03,Product_0898,Drinkware,2,7.42,6.5,Used
USER_0351,Transaction_0149,2019-01-03,Product_0908,Drinkware,1,1.64,6.5,Not Used
USER_0351,Transaction_0149,2019-01-03,Product_0970,Office,1,1.64,6.5,Clicked
USER_0351,Transaction_0150,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0351,Transaction_0150,2019-01-03,Product_0984,Nest-USA,2,81.5,6.5,Used
USER_0351,Transaction_0151,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0351,Transaction_0152,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0351,Transaction_0153,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Not Used
USER_0351,Transaction_0154,2019-01-03,Product_0976,Nest-USA,2,122.77,6.5,Clicked
USER_0351,Transaction_0155,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0351,Transaction_0156,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0351,Transaction_0157,2019-01-03,Product_0849,Bags,4,2.89,28.78,Clicked
USER_0351,Transaction_0157,2019-01-03,Product_0891,Drinkware,4,20.62,28.78,Clicked
USER_0351,Transaction_0157,2019-01-03,Product_0942,Office,4,2.06,28.78,Clicked
USER_1358,Transaction_0157,2019-01-03,Product_0952,Office,4,9.07,28.78,Used
USER_1358,Transaction_0158,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1358,Transaction_0159,2019-01-03,Product_0983,Nest-USA,2,122.77,6.5,Not Used
USER_1358,Transaction_0160,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1358,Transaction_0161,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1358,Transaction_0162,2019-01-03,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1358,Transaction_0163,2019-01-03,Product_0892,Drinkware,26,19.83,74.74,Not Used
USER_1358,Transaction_0163,2019-01-03,Product_0904,Office,5,1.64,74.74,Clicked
USER_1358,Transaction_0163,2019-01-03,Product_0905,Office,3,2.89,74.74,Clicked
USER_1358,Transaction_0163,2019-01-03,Product_1134,Office,5,1.64,74.74,Clicked
USER_1358,Transaction_0163,2019-01-03,Product_1143,Office,26,5.55,74.74,Clicked
USER_1358,Transaction_0164,2019-01-03,Product_0983,Nest-USA,1,122.77,6.5,Clicked
USER_1358,Transaction_0165,2019-01-03,Product_0034,Apparel,1,19.59,35.3,Clicked
USER_1358,Transaction_0165,2019-01-03,Product_0044,Apparel,1,19.59,35.3,Clicked
USER_1358,Transaction_0165,2019-01-03,Product_0260,Apparel,1,22.69,35.3,Clicked
USER_1358,Transaction_0165,2019-01-03,Product_0301,Apparel,1,19.59,35.3,Clicked
USER_1358,Transaction_0165,2019-01-03,Product_0526,Apparel,1,53.64,35.3,Clicked
